frequency_hz,target_magnitude_db,target_phase_rad,fit_magnitude_db,fit_phase_rad
50572.0565067,10.6371200215,-1.56317653362,22.0252150882,-1.31763786923
53242.3214615,9.51654670492,-1.56304796863,21.5610254145,-1.32660132805
56053.5795936,8.28558076488,-1.56276825575,21.0926697352,-1.33539543194
59013.2755111,6.89463392073,-1.56226566752,20.6192424306,-1.34397331409
62129.2469062,5.26488019948,-1.56140359534,20.1398323794,-1.35229509149
65409.7453107,3.25802097754,-1.55988942329,19.6534807626,-1.36032640741
68863.4579471,0.59502694843,-1.55697025265,19.1591380588,-1.36803706572
72499.5307337,-3.43490535174,-1.54996362929,18.6556172021,-1.37539969382
76327.592504,-11.9239385692,-1.51727771364,18.1415394238,-1.38238836532
80357.7805056,-13.8628867437,1.50444326846,17.6152683981,-1.38897709766
84600.7672448,-2.96662674484,1.55140270323,17.0748267757,-1.39513811029
89067.788749,2.27387320556,1.5594265453,16.5177866993,-1.4008396771
93770.6743212,6.07782639321,1.56245457948,15.9411218805,-1.40604331924
98721.8778657,9.3477433605,1.56374781908,15.3410022469,-1.41069993299
103934.510868,12.5145565981,1.56405381339,14.7125011708,-1.41474417936
109422.377115,15.9578339822,1.56338688771,14.0491663,-1.41808597029
115200.009252,20.306384246,1.56086724841,13.342370994,-1.42059694359
121282.707263,27.5902582622,1.55035558596,12.5802996802,-1.42208791721
127686.578989,39.9194419399,-1.48774350933,11.7462948529,-1.4222692331
134428.582788,23.914568497,-1.55628523537,10.816029772,-1.42067647643
141526.572436,17.9468180298,-1.56133588435,9.75237346717,-1.41652020426
148999.34441,13.3044893146,-1.56157602594,8.4953252279,-1.40835057279
156866.687666,8.00486947956,-1.55734005424,6.94019640247,-1.39320376163
165149.436037,-3.57861753801,-1.51723186629,4.8832553782,-1.36398215886
173869.523409,3.6646065273,1.5380231939,1.85563456267,-1.29866485307
183050.041805,14.3661065169,1.55076073088,-3.55668893511,-1.08334054304
192715.302532,24.6963449326,1.54042290638,-9.59815506232,0.462077375709
202890.900563,36.4690618378,-1.49410259974,1.0917722361,1.30950858806
213603.782317,23.449696633,-1.5574207819,7.77977788207,1.44392189724
224882.317016,19.1585382342,-1.56362889781,13.2114900672,1.48843486016
236756.371812,16.5550106205,-1.56572479518,18.89289075,1.50040955273
249257.390876,14.6445605183,-1.56664523023,26.9807332436,1.47060951098
262418.478669,13.0933767258,-1.56705293282,43.4086551752,-1.07300565844
276274.48761,11.7497581524,-1.56716528423,26.7365783659,-1.50835246427
290862.110363,10.5309123576,-1.56706092255,21.9799112934,-1.5342929011
306219.977012,9.38472208303,-1.56675891844,19.2423891117,-1.5423565092
322388.757354,8.27363847412,-1.56624210166,17.3336597617,-1.54603923832
339411.268599,7.16646029496,-1.56546031471,15.8642735971,-1.54815373266
357332.588759,6.03302230783,-1.56432122554,14.6607841877,-1.54959573149
376200.176018,4.83945934093,-1.56266598244,13.6321362171,-1.55071552233
396063.994407,3.54222158561,-1.56021636941,12.7252508147,-1.55166733735
416976.64612,2.07813277641,-1.55645584956,11.9068313401,-1.5525242226
438993.510808,0.344326871751,-1.55033091915,11.1548174092,-1.55332233544
462172.892235,-1.85006199258,-1.53936081898,10.4539587317,-1.55407999154
486576.172672,-4.92978717492,-1.51614602864,9.79334719367,-1.55480651717
512267.975448,-10.2016971164,-1.44529270009,9.1649587562,-1.55550660351
539316.33608,-25.5807653531,-0.333609213839,8.56275067967,-1.55618253824
567792.882444,-9.71303357617,1.36700726602,7.98208049849,-1.5568353819
597773.024449,-2.60047303375,1.44613027839,7.41931966787,-1.55746559817
629336.153742,2.22059175942,1.46465665211,6.87158938331,-1.55807339289
662565.853941,6.40744395852,1.46398207706,6.33657551476,-1.55865889413
697550.121978,10.6978239075,1.44689325546,5.81239618509,-1.55922224439
734381.601131,15.9328058393,1.39676151886,5.29750522399,-1.55976364394
773157.826352,24.5046466214,1.184952752,4.79062059047,-1.56028336714
813981.482554,29.2951654557,-0.987779051141,4.29067050309,-1.56078176415
856960.676537,19.8339892876,-1.40930405507,3.79675234198,-1.5612592551
902209.22327,15.6317680704,-1.48265802647,3.30810090407,-1.56171632084
949846.947287,12.9998049813,-1.51197205942,2.82406360388,-1.5621534923
1000000,11.090485027,-1.5274843415,2.34408089736,-1.5625713401
