frequency_hz,target_magnitude_db,target_phase_rad,fit_magnitude_db,fit_phase_rad
13271.0421317,28.8198436491,1.51663065713,27.2475927179,0.17599392048
13971.7689988,31.740575,1.49529320344,27.2605282754,0.168637272881
14709.4950809,36.064156052,1.44603277522,27.271621574,0.162205394479
15486.1739809,44.7393944448,1.22208019594,27.2811568612,0.156833264181
16303.862454,45.5955665361,-1.17523438519,27.2894929175,0.152709114822
17164.7258546,36.128259243,-1.43621364066,27.2971206493,0.150099122055
18071.0438704,31.4188053714,-1.48836017168,27.3047650999,0.149387031508
19025.2165594,28.0993692392,-1.50969800791,27.3135758285,0.151140444805
20029.7707054,25.3040578903,-1.52017343075,27.3255045667,0.156227183112
21087.3665095,22.5069214672,-1.52423044307,27.3441112839,0.166031627323
22200.8046347,18.7986662173,-1.51934639035,27.3764473689,0.182885785108
23373.033622,7.68564309096,-1.42229343894,27.4379915997,0.211003983663
24607.1576992,26.3190612928,1.54253149729,27.5677073736,0.258728558011
25906.4450009,31.9659257001,-1.55838645264,27.884623759,0.344579452845
27274.3362232,25.5141581328,-1.56065597766,28.8741183618,0.514255064491
28714.453735,22.8631300125,-1.56066552512,33.5951463425,0.827808512776
30230.6111706,21.1140058849,-1.56086727351,36.6442585399,-0.877290373996
31826.8235287,19.7387152139,-1.5611895225,29.6703548338,-0.637566178711
33507.3178049,18.557319938,-1.56155199813,28.2369424512,-0.460826490187
35276.5441849,17.4880677141,-1.56191144335,27.7340606775,-0.370846451873
37139.1878299,16.4861076101,-1.56224537439,27.4910148699,-0.320888740804
39100.1812828,15.5228818648,-1.56254141908,27.3453083511,-0.29137945611
41164.7175311,14.5776060206,-1.56279165248,27.2431620961,-0.273515912423
43338.2637578,13.633081466,-1.56298942183,27.1627260581,-0.262871944554
45626.5758201,12.6732060178,-1.5631272197,27.0937506675,-0.257007439798
48035.7134909,11.6810839138,-1.56319475669,27.0308848797,-0.254476826768
50572.0565067,10.6371200215,-1.56317653362,26.9710880942,-0.254374127581
53242.3214615,9.51654670491,-1.56304796863,26.9125037668,-0.256105753327
56053.5795936,8.28558076487,-1.56276825575,26.8539206511,-0.25926880764
59013.2755111,6.89463392071,-1.56226566752,26.7944943162,-0.263581968444
62129.2469062,5.26488019948,-1.56140359534,26.7335933299,-0.268844206471
65409.7453107,3.25802097755,-1.55988942329,26.6707091705,-0.274909002346
68863.4579471,0.59502694842,-1.55697025265,26.6054005857,-0.281667561303
72499.5307337,-3.43490535174,-1.54996362929,26.5372575214,-0.28903743456
76327.592504,-11.9239385692,-1.51727771364,26.4658766907,-0.296954480582
80357.7805056,-13.8628867437,1.50444326846,26.3908443651,-0.305366931939
84600.7672448,-2.96662674484,1.55140270323,26.3117238184,-0.314230804155
89067.788749,2.27387320558,1.5594265453,26.2280458433,-0.323506155592
93770.6743212,6.07782639323,1.56245457948,26.1393012967,-0.333153866701
98721.8778657,9.3477433605,1.56374781908,26.0449348993,-0.343132697481
103934.510868,12.5145565981,1.56405381339,25.9443396187,-0.353396427073
109422.377115,15.9578339822,1.56338688771,25.8368509432,-0.363890889785
115200.009252,20.306384246,1.56086724841,25.7217402034,-0.374550699267
121282.707263,27.5902582622,1.55035558596,25.5982057925,-0.385295389875
127686.578989,39.9194419399,-1.48774350933,25.4653605838,-0.396024582574
134428.582788,23.914568497,-1.55628523537,25.3222128944,-0.406611562137
141526.572436,17.9468180298,-1.56133588435,25.1676366757,-0.416894253664
148999.34441,13.3044893146,-1.56157602594,25.0003236306,-0.426661847457
156866.687666,8.00486947958,-1.55734005424,24.818704419,-0.435633896369
165149.436037,-3.57861753801,-1.51723186629,24.6208153939,-0.443425821323
173869.523409,3.66460652731,1.5380231939,24.4040654641,-0.449488534923
183050.041805,14.3661065169,1.55076073088,24.1648105059,-0.452995434681
192715.302532,24.6963449326,1.54042290638,23.897533757,-0.452613200629
202890.900563,36.4690618378,-1.49410259974,23.5931594979,-0.445987492177
213603.782317,23.4496966329,-1.5574207819,23.2353049637,-0.428423444362
224882.317016,19.1585382342,-1.56362889781,22.7913791477,-0.388794776943
236756.371812,16.5550106205,-1.56572479518,22.1948376668,-0.292564845951
249257.390876,14.6445605182,-1.56664523023,21.5322248053,0.033696240736
262418.478669,13.0933767258,-1.56705293282,39.4977531081,1.39283131633
276274.48761,11.7497581524,-1.56716528423,26.3343652438,-1.005402903
290862.110363,10.5309123576,-1.56706092255,24.1516996436,-0.847207909637
306219.977012,9.38472208303,-1.56675891844,23.234240166,-0.781699865734
322388.757354,8.27363847411,-1.56624210166,22.6259459623,-0.744977706137
339411.268599,7.16646029497,-1.56546031471,22.1365092033,-0.719617624653
357332.588759,6.03302230784,-1.56432122554,21.7053904494,-0.698957200852
376200.176018,4.83945934094,-1.56266598244,21.3089130673,-0.679880228593
396063.994407,3.54222158564,-1.56021636941,20.9372458694,-0.660737006385
416976.64612,2.07813277639,-1.55645584956,20.58679467,-0.640599870216
438993.510808,0.34432687176,-1.55033091915,20.2571321767,-0.618956693472
462172.892235,-1.85006199259,-1.53936081898,19.9495280496,-0.595571829643
486576.172672,-4.92978717491,-1.51614602864,19.6661124975,-0.57041694983
512267.975448,-10.2016971164,-1.44529270009,19.4093136614,-0.54363110399
539316.33608,-25.5807653531,-0.333609213838,19.1814302541,-0.5154910009
567792.882444,-9.71303357616,1.36700726602,18.9842934397,-0.486382246417
597773.024449,-2.60047303375,1.44613027839,18.819012971,-0.456767685601
629336.153742,2.2205917594,1.46465665211,18.685817548,-0.427152576822
662565.853941,6.40744395853,1.46398207706,18.583998254,-0.398048737444
697550.121978,10.6978239075,1.44689325546,18.5119532559,-0.369941048286
734381.601131,15.9328058393,1.39676151886,18.4673180203,-0.343259750836
773157.826352,24.5046466215,1.184952752,18.4471539032,-0.318361014811
813981.482554,29.2951654557,-0.987779051141,18.448162868,-0.29551674337
856960.676537,19.8339892876,-1.40930405507,18.4668981113,-0.27491305488
902209.22327,15.6317680704,-1.48265802647,18.4999477186,-0.256655751566
949846.947287,12.9998049813,-1.51197205942,18.5440781266,-0.24078054017
1000000,11.090485027,-1.5274843415,18.5963332993,-0.227265766189
